total_runs,wickets,target,balls_left,won
15,1,136,103,1
15,2,136,102,1
16,2,136,101,1
16,2,136,100,1
17,2,136,99,1
18,2,136,98,1
18,2,136,97,1
18,2,136,96,1
19,2,136,95,1
19,2,136,94,1
20,2,136,93,1
20,2,136,92,1
21,2,136,91,1
21,2,136,90,1
21,2,136,89,1
22,2,136,88,1
23,2,136,87,1
23,2,136,86,1
23,2,136,85,1
23,2,136,84,1
24,2,136,83,1
25,2,136,82,1
26,2,136,81,1
26,2,136,80,1
32,2,136,79,1
32,2,136,78,1
33,2,136,77,1
34,2,136,76,1
35,2,136,75,1
35,2,136,74,1
41,2,136,73,1
41,2,136,72,1
41,2,136,71,1
45,2,136,70,1
45,2,136,69,1
45,3,136,68,1
45,3,136,67,1
45,3,136,66,1
45,3,136,65,1
46,3,136,64,1
47,3,136,63,1
48,3,136,62,1
48,3,136,61,1
48,3,136,60,1
52,3,136,59,1
52,3,136,58,1
58,3,136,57,1
62,3,136,56,1
62,3,136,55,1
62,3,136,54,1
63,3,136,53,1
64,3,136,52,1
65,3,136,51,1
66,3,136,50,1
67,3,136,49,1
71,3,136,48,1
71,3,136,47,1
71,3,136,46,1
72,3,136,45,1
73,3,136,44,1
73,4,136,43,1
74,4,136,42,1
74,4,136,41,1
74,4,136,40,1
75,4,136,39,1
79,4,136,38,1
79,4,136,37,1
79,4,136,36,1
80,4,136,35,1
81,4,136,34,1
85,4,136,33,1
86,4,136,32,1
87,4,136,31,1
88,4,136,30,1
89,4,136,29,1
93,4,136,28,1
97,4,136,27,1
97,4,136,26,1
98,4,136,25,1
98,4,136,24,1
99,4,136,23,1
100,4,136,23,1
101,4,136,22,1
102,4,136,21,1
103,4,136,20,1
104,4,136,19,1
104,4,136,18,1
105,4,136,17,1
111,4,136,16,1
117,4,136,15,1
117,4,136,17,1
117,4,136,16,1
118,4,136,15,1
119,4,136,14,1
120,4,136,13,1
120,4,136,12,1
121,4,136,11,1
127,4,136,11,1
128,4,136,10,1
129,4,136,9,1
130,4,136,8,1
130,4,136,7,1
131,4,136,6,1
132,4,136,5,1
133,4,136,4,1
135,4,136,3,1
135,4,136,2,1
136,5,136,1,1
137,5,136,0,1
1,0,174,119,0
1,0,174,118,0
1,0,174,117,0
2,0,174,116,0
3,0,174,115,0
3,0,174,114,0
4,0,174,113,0
4,0,174,112,0
5,0,174,111,0
6,0,174,110,0
7,0,174,109,0
11,0,174,108,0
12,0,174,107,0
16,0,174,106,0
17,0,174,105,0
17,0,174,104,0
21,0,174,103,0
27,0,174,102,0
27,0,174,101,0
31,0,174,100,0
32,0,174,99,0
32,1,174,98,0
33,1,174,97,0
33,2,174,96,0
33,2,174,95,0
33,3,174,94,0
37,3,174,93,0
38,3,174,92,0
38,3,174,91,0
39,3,174,90,0
39,3,174,89,0
39,3,174,88,0
39,3,174,87,0
39,3,174,86,0
39,3,174,85,0
39,3,174,84,0
40,3,174,83,0
40,3,174,82,0
40,3,174,81,0
41,3,174,80,0
41,3,174,79,0
41,3,174,78,0
42,3,174,77,0
42,3,174,76,0
43,3,174,75,0
43,4,174,74,0
47,4,174,73,0
47,4,174,72,0
48,4,174,71,0
52,4,174,70,0
52,4,174,69,0
53,4,174,68,0
53,4,174,67,0
57,4,174,66,0
58,4,174,65,0
58,4,174,64,0
58,5,174,63,0
58,5,174,62,0
60,5,174,61,0
61,5,174,60,0
61,5,174,59,0
61,5,174,58,0
62,5,174,57,0
63,5,174,56,0
63,5,174,55,0
69,5,174,54,0
69,5,174,53,0
69,6,174,52,0
69,6,174,51,0
69,6,174,50,0
69,6,174,49,0
70,6,174,48,0
71,6,174,47,0
72,6,174,46,0
78,6,174,45,0
79,6,174,44,0
80,6,174,43,0
86,6,174,42,0
86,6,174,41,0
87,6,174,40,0
88,6,174,39,0
90,6,174,38,0
94,6,174,37,0
95,6,174,36,0
96,6,174,35,0
97,6,174,35,0
98,6,174,34,0
99,6,174,33,0
103,6,174,32,0
104,6,174,31,0
104,6,174,30,0
110,6,174,29,0
111,6,174,28,0
112,6,174,27,0
112,6,174,26,0
112,6,174,25,0
112,6,174,24,0
112,6,174,23,0
118,6,174,22,0
122,6,174,21,0
123,6,174,20,0
124,6,174,19,0
125,6,174,18,0
126,6,174,17,0
132,6,174,16,0
133,6,174,15,0
139,6,174,14,0
139,7,174,13,0
140,7,174,12,0
141,7,174,11,0
145,7,174,10,0
146,7,174,9,0
146,8,174,8,0
153,8,174,7,0
153,8,174,6,0
157,8,174,5,0
159,8,174,5,0
159,8,174,4,0
165,8,174,3,0
165,9,174,2,0
165,10,174,1,0
0,0,145,119,1
2,0,145,118,1
6,0,145,117,1
6,0,145,116,1
6,0,145,115,1
6,0,145,114,1
6,0,145,113,1
11,0,145,112,1
15,0,145,111,1
15,0,145,110,1
15,0,145,109,1
15,0,145,108,1
15,0,145,107,1
15,0,145,107,1
16,0,145,106,1
16,0,145,105,1
20,0,145,104,1
20,0,145,103,1
20,0,145,102,1
20,0,145,101,1
22,0,145,100,1
22,0,145,99,1
22,0,145,98,1
23,0,145,97,1
23,0,145,96,1
24,0,145,95,1
25,0,145,94,1
26,0,145,93,1
27,0,145,92,1
27,1,145,91,1
27,1,145,90,1
27,1,145,89,1
28,1,145,88,1
29,1,145,87,1
29,1,145,86,1
29,2,145,85,1
29,2,145,84,1
30,2,145,83,1
31,2,145,82,1
35,2,145,81,1
35,3,145,80,1
35,3,145,79,1
35,3,145,78,1
39,3,145,77,1
39,3,145,76,1
40,3,145,75,1
41,3,145,74,1
42,3,145,73,1
42,3,145,72,1
43,3,145,71,1
44,3,145,70,1
44,3,145,69,1
44,3,145,68,1
44,3,145,67,1
48,3,145,66,1
48,3,145,65,1
49,3,145,64,1
53,3,145,63,1
54,3,145,62,1
54,3,145,61,1
54,4,145,60,1
54,4,145,59,1
58,4,145,58,1
64,4,145,57,1
68,4,145,56,1
69,4,145,55,1
69,4,145,54,1
69,4,145,53,1
69,5,145,52,1
69,5,145,51,1
73,5,145,50,1
75,5,145,49,1
81,5,145,48,1
82,5,145,47,1
82,5,145,46,1
83,5,145,45,1
83,5,145,44,1
84,5,145,43,1
85,5,145,42,1
85,5,145,41,1
86,5,145,40,1
87,5,145,39,1
88,5,145,38,1
89,5,145,37,1
95,5,145,36,1
96,5,145,35,1
96,5,145,34,1
100,5,145,33,1
101,5,145,32,1
102,5,145,31,1
102,5,145,30,1
103,5,145,29,1
105,5,145,28,1
105,5,145,27,1
105,5,145,26,1
109,5,145,25,1
110,5,145,24,1
110,5,145,23,1
110,6,145,22,1
110,6,145,21,1
116,6,145,20,1
122,6,145,19,1
122,6,145,18,1
126,6,145,17,1
128,6,145,16,1
128,6,145,15,1
132,6,145,14,1
132,6,145,13,1
134,6,145,12,1
134,7,145,11,1
135,7,145,10,1
139,7,145,9,1
140,7,145,8,1
140,7,145,7,1
140,8,145,6,1
140,9,145,5,1
146,9,145,4,1
1,0,154,119,1
2,0,154,118,1
3,0,154,117,1
4,0,154,116,1
5,0,154,115,1
6,0,154,114,1
10,0,154,113,1
10,0,154,112,1
12,0,154,111,1
12,0,154,110,1
12,0,154,109,1
12,0,154,108,1
12,0,154,107,1
16,0,154,106,1
17,0,154,105,1
17,0,154,104,1
17,0,154,103,1
18,0,154,102,1
22,0,154,101,1
23,0,154,100,1
23,0,154,99,1
27,0,154,98,1
27,0,154,97,1
28,0,154,96,1
32,0,154,95,1
33,0,154,94,1
34,0,154,93,1
35,0,154,92,1
39,0,154,91,1
39,0,154,90,1
39,0,154,89,1
41,0,154,88,1
41,0,154,87,1
45,0,154,86,1
49,0,154,85,1
49,0,154,84,1
50,0,154,83,1
51,0,154,82,1
51,0,154,81,1
51,0,154,80,1
52,0,154,79,1
53,0,154,78,1
54,0,154,77,1
60,0,154,76,1
64,0,154,75,1
68,0,154,74,1
74,0,154,73,1
75,0,154,72,1
75,0,154,71,1
76,0,154,70,1
76,0,154,69,1
77,0,154,68,1
83,0,154,67,1
83,0,154,66,1
84,0,154,65,1
85,0,154,64,1
89,0,154,63,1
90,0,154,62,1
92,0,154,61,1
94,0,154,60,1
96,0,154,59,1
96,0,154,58,1
97,0,154,57,1
98,0,154,56,1
99,0,154,55,1
100,0,154,54,1
100,0,154,53,1
101,0,154,52,1
102,0,154,51,1
103,0,154,50,1
104,0,154,49,1
105,0,154,48,1
105,1,154,47,1
111,1,154,46,1
111,1,154,45,1
111,2,154,44,1
111,2,154,43,1
111,3,154,42,1
111,3,154,41,1
115,3,154,40,1
116,3,154,39,1
116,3,154,38,1
117,3,154,37,1
118,3,154,36,1
119,3,154,35,1
120,3,154,34,1
122,3,154,33,1
123,3,154,32,1
124,3,154,31,1
126,3,154,30,1
130,3,154,29,1
131,3,154,29,1
132,3,154,28,1
133,3,154,27,1
134,3,154,26,1
135,3,154,25,1
136,3,154,24,1
136,3,154,23,1
137,3,154,22,1
137,3,154,21,1
140,3,154,20,1
141,3,154,19,1
141,3,154,18,1
141,3,154,17,1
141,3,154,17,1
142,3,154,16,1
142,3,154,15,1
142,4,154,14,1
143,4,154,13,1
147,4,154,12,1
148,4,154,11,1
149,4,154,10,1
150,4,154,9,1
152,4,154,8,1
153,4,154,7,1
154,4,154,6,1
158,4,154,5,1
1,0,166,119,0
2,0,166,118,0
6,0,166,117,0
6,0,166,116,0
7,0,166,115,0
11,0,166,114,0
15,0,166,113,0
19,0,166,112,0
23,0,166,111,0
27,0,166,110,0
29,0,166,109,0
33,0,166,108,0
34,0,166,107,0
34,0,166,106,0
34,0,166,105,0
34,0,166,104,0
38,0,166,103,0
38,1,166,102,0
38,1,166,101,0
38,2,166,100,0
38,2,166,99,0
38,3,166,98,0
38,3,166,97,0
39,3,166,96,0
39,4,166,95,0
39,4,166,94,0
39,4,166,93,0
39,5,166,92,0
39,5,166,91,0
39,5,166,90,0
43,5,166,89,0
43,5,166,88,0
43,5,166,87,0
43,6,166,86,0
44,6,166,85,0
45,6,166,84,0
46,6,166,83,0
47,6,166,82,0
51,6,166,81,0
51,6,166,80,0
52,6,166,79,0
53,6,166,78,0
59,6,166,77,0
63,6,166,77,0
69,6,166,76,0
70,6,166,75,0
70,6,166,74,0
76,6,166,73,0
77,6,166,72,0
77,6,166,71,0
77,6,166,70,0
77,6,166,69,0
81,6,166,68,0
81,6,166,67,0
81,6,166,66,0
81,6,166,65,0
82,6,166,64,0
82,6,166,63,0
82,6,166,62,0
82,6,166,61,0
82,6,166,60,0
84,6,166,59,0
88,6,166,58,0
88,6,166,57,0
88,7,166,56,0
88,7,166,55,0
88,7,166,54,0
89,7,166,53,0
89,7,166,52,0
90,7,166,51,0
91,7,166,50,0
91,7,166,49,0
92,7,166,48,0
92,8,166,47,0
92,8,166,46,0
93,8,166,45,0
93,8,166,44,0
94,8,166,43,0
94,8,166,42,0
94,8,166,41,0
100,8,166,40,0
101,8,166,39,0
101,8,166,38,0
102,8,166,37,0
103,8,166,36,0
107,8,166,35,0
108,8,166,34,0
109,8,166,33,0
110,8,166,32,0
111,8,166,31,0
112,8,166,30,0
116,8,166,29,0
116,8,166,28,0
116,8,166,27,0
117,8,166,26,0
118,8,166,25,0
118,8,166,24,0
118,8,166,23,0
118,8,166,22,0
119,8,166,21,0
119,8,166,20,0
119,8,166,19,0
120,8,166,18,0
126,8,166,17,0
126,8,166,16,0
126,8,166,15,0
128,8,166,14,0
129,8,166,13,0
130,8,166,12,0
130,8,166,11,0
131,8,166,10,0
132,8,166,9,0
136,8,166,8,0
142,8,166,7,0
142,8,166,6,0
143,8,166,5,0
147,8,166,4,0
147,9,166,3,0
148,9,166,2,0
148,9,166,1,0
149,9,166,0,0
4,0,165,119,0
5,0,165,118,0
6,0,165,117,0
7,0,165,116,0
7,0,165,115,0
9,0,165,114,0
10,0,165,113,0
12,0,165,112,0
13,0,165,111,0
13,0,165,110,0
14,0,165,109,0
14,0,165,108,0
15,0,165,107,0
16,0,165,106,0
16,0,165,105,0
16,1,165,104,0
17,1,165,103,0
18,1,165,102,0
18,1,165,101,0
22,1,165,100,0
26,1,165,99,0
27,1,165,98,0
27,1,165,97,0
31,1,165,96,0
32,1,165,95,0
36,1,165,94,0
37,1,165,93,0
37,1,165,92,0
38,1,165,91,0
39,1,165,90,0
39,1,165,89,0
39,1,165,89,0
40,1,165,88,0
41,1,165,87,0
42,1,165,86,0
43,1,165,85,0
44,1,165,84,0
44,1,165,83,0
45,1,165,82,0
46,1,165,81,0
46,1,165,80,0
47,1,165,79,0
51,1,165,78,0
55,1,165,77,0
55,1,165,76,0
55,1,165,75,0
55,1,165,74,0
56,1,165,73,0
60,1,165,72,0
62,1,165,71,0
68,1,165,70,0
68,1,165,69,0
69,1,165,68,0
69,1,165,67,0
71,1,165,66,0
72,1,165,65,0
76,1,165,64,0
77,1,165,63,0
79,1,165,62,0
79,1,165,61,0
80,1,165,60,0
82,1,165,59,0
86,1,165,59,0
92,1,165,58,0
96,1,165,57,0
98,1,165,56,0
98,1,165,55,0
99,1,165,54,0
99,1,165,53,0
100,1,165,52,0
100,1,165,51,0
100,1,165,50,0
101,1,165,49,0
101,1,165,48,0
102,1,165,47,0
103,1,165,46,0
103,1,165,45,0
104,1,165,44,0
104,1,165,43,0
104,1,165,42,0
105,1,165,41,0
106,1,165,40,0
107,1,165,39,0
113,1,165,38,0
114,1,165,37,0
120,1,165,36,0
121,1,165,35,0
122,1,165,35,0
123,1,165,34,0
125,1,165,33,0
126,1,165,32,0
130,1,165,31,0
131,1,165,30,0
132,1,165,29,0
133,1,165,28,0
134,1,165,27,0
138,1,165,26,0
140,1,165,25,0
141,1,165,24,0
142,1,165,23,0
143,1,165,22,0
147,1,165,21,0
148,1,165,20,0
149,1,165,19,0
149,2,165,18,0
149,3,165,17,0
150,3,165,16,0
152,3,165,15,0
153,3,165,14,0
153,3,165,13,0
157,3,165,12,0
159,3,165,11,0
159,3,165,11,0
159,4,165,10,0
159,4,165,9,0
160,4,165,8,0
160,4,165,7,0
161,4,165,6,0
161,4,165,5,0
161,4,165,4,0
162,4,165,3,0
162,4,165,2,0
163,5,165,1,0
164,5,165,0,0
1,0,155,119,1
3,0,155,118,1
3,0,155,117,1
4,0,155,116,1
8,0,155,115,1
8,0,155,114,1
8,0,155,113,1
9,0,155,112,1
9,0,155,111,1
13,0,155,110,1
14,0,155,109,1
18,0,155,108,1
22,0,155,107,1
22,0,155,106,1
24,0,155,105,1
25,0,155,104,1
27,0,155,103,1
27,1,155,102,1
28,1,155,101,1
29,1,155,100,1
29,1,155,99,1
29,1,155,98,1
30,1,155,97,1
30,1,155,96,1
31,1,155,95,1
31,1,155,95,1
32,1,155,94,1
32,1,155,93,1
33,1,155,92,1
35,1,155,91,1
35,1,155,90,1
36,1,155,89,1
40,1,155,88,1
41,1,155,87,1
42,1,155,86,1
43,1,155,85,1
43,1,155,84,1
43,1,155,83,1
47,1,155,82,1
48,1,155,81,1
48,1,155,80,1
48,1,155,79,1
49,1,155,78,1
49,1,155,77,1
49,1,155,76,1
50,1,155,75,1
51,1,155,74,1
51,1,155,73,1
53,1,155,72,1
54,1,155,71,1
55,1,155,70,1
55,1,155,69,1
56,1,155,68,1
57,1,155,67,1
58,1,155,66,1
59,1,155,65,1
63,1,155,64,1
67,1,155,63,1
68,1,155,62,1
68,1,155,61,1
72,1,155,60,1
73,1,155,59,1
77,1,155,58,1
77,1,155,57,1
78,1,155,56,1
78,1,155,55,1
78,1,155,54,1
79,1,155,53,1
80,1,155,52,1
80,2,155,51,1
82,2,155,50,1
82,2,155,49,1
82,2,155,48,1
83,2,155,47,1
83,2,155,46,1
83,2,155,47,1
84,2,155,46,1
84,3,155,45,1
84,3,155,44,1
85,3,155,43,1
86,3,155,42,1
87,3,155,41,1
87,3,155,40,1
89,3,155,39,1
89,4,155,38,1
89,4,155,37,1
89,4,155,36,1
93,4,155,35,1
93,4,155,34,1
94,4,155,33,1
94,4,155,32,1
95,4,155,31,1
96,4,155,30,1
102,4,155,29,1
103,4,155,29,1
103,5,155,28,1
104,5,155,27,1
104,5,155,26,1
104,5,155,25,1
108,5,155,24,1
109,5,155,23,1
110,5,155,22,1
111,5,155,21,1
112,5,155,20,1
118,5,155,19,1
119,5,155,18,1
121,5,155,17,1
122,5,155,16,1
123,5,155,15,1
127,5,155,14,1
127,5,155,13,1
128,5,155,12,1
129,5,155,11,1
130,5,155,10,1
136,5,155,9,1
136,5,155,8,1
138,5,155,7,1
139,5,155,6,1
142,5,155,5,1
144,5,155,5,1
145,5,155,4,1
146,5,155,3,1
146,5,155,2,1
152,5,155,1,1
158,5,155,0,1
1,0,128,119,1
4,0,128,118,1
5,0,128,117,1
6,0,128,116,1
6,0,128,115,1
7,0,128,114,1
7,0,128,113,1
7,0,128,112,1
9,0,128,111,1
9,0,128,110,1
11,0,128,109,1
11,0,128,113,1
13,0,128,112,1
13,0,128,111,1
13,0,128,110,1
13,0,128,109,1
14,0,128,108,1
14,0,128,107,1
14,0,128,106,1
14,0,128,105,1
14,0,128,104,1
14,0,128,103,1
14,0,128,102,1
15,0,128,101,1
16,0,128,100,1
18,0,128,99,1
20,0,128,98,1
22,0,128,97,1
22,0,128,96,1
22,0,128,95,1
23,0,128,95,1
27,0,128,94,1
33,0,128,93,1
33,0,128,92,1
34,0,128,91,1
34,0,128,90,1
34,0,128,89,1
35,0,128,88,1
36,0,128,87,1
37,0,128,86,1
37,0,128,85,1
37,0,128,84,1
38,0,128,83,1
38,1,128,82,1
38,1,128,81,1
39,1,128,80,1
40,1,128,79,1
46,1,128,78,1
47,1,128,77,1
47,1,128,76,1
49,1,128,75,1
50,1,128,74,1
50,2,128,73,1
50,2,128,72,1
51,2,128,71,1
51,2,128,70,1
51,3,128,71,1
52,3,128,70,1
52,3,128,69,1
52,4,128,68,1
52,4,128,67,1
52,4,128,66,1
52,4,128,65,1
52,5,128,64,1
52,6,128,63,1
53,6,128,62,1
54,6,128,61,1
54,6,128,60,1
58,6,128,59,1
58,6,128,58,1
58,6,128,57,1
62,6,128,56,1
62,6,128,55,1
63,6,128,54,1
67,6,128,53,1
67,6,128,52,1
68,6,128,51,1
70,6,128,50,1
71,6,128,49,1
72,6,128,48,1
72,6,128,47,1
72,6,128,46,1
72,6,128,45,1
73,6,128,44,1
74,6,128,43,1
75,6,128,42,1
75,6,128,41,1
75,6,128,40,1
76,6,128,39,1
76,6,128,38,1
78,6,128,37,1
78,6,128,36,1
79,6,128,35,1
80,6,128,34,1
80,6,128,33,1
80,6,128,32,1
81,6,128,31,1
87,6,128,30,1
87,6,128,29,1
88,6,128,28,1
88,6,128,27,1
89,6,128,26,1
89,6,128,25,1
89,7,128,24,1
90,7,128,23,1
90,7,128,22,1
90,7,128,21,1
91,7,128,20,1
97,7,128,19,1
98,7,128,18,1
102,7,128,17,1
108,7,128,16,1
110,7,128,15,1
111,7,128,14,1
111,7,128,13,1
111,7,128,12,1
112,7,128,11,1
112,7,128,10,1
113,7,128,9,1
113,8,128,8,1
113,8,128,7,1
117,8,128,6,1
118,8,128,5,1
122,8,128,4,1
126,8,128,5,1
130,8,128,4,1
0,0,123,119,1
4,0,123,118,1
4,0,123,117,1
5,0,123,116,1
9,0,123,115,1
10,0,123,114,1
14,0,123,113,1
14,0,123,113,1
14,0,123,112,1
14,0,123,111,1
18,0,123,110,1
19,0,123,109,1
19,0,123,108,1
19,0,123,107,1
19,0,123,106,1
20,0,123,105,1
21,0,123,104,1
22,0,123,103,1
22,0,123,102,1
22,0,123,101,1
23,0,123,101,1
23,0,123,100,1
24,0,123,99,1
25,0,123,98,1
26,0,123,97,1
27,0,123,96,1
27,0,123,95,1
33,0,123,94,1
39,0,123,93,1
39,0,123,92,1
41,0,123,91,1
45,0,123,90,1
46,0,123,89,1
52,0,123,88,1
58,0,123,87,1
64,0,123,86,1
64,0,123,85,1
64,1,123,84,1
65,1,123,83,1
65,1,123,82,1
65,1,123,81,1
67,1,123,80,1
68,1,123,79,1
68,1,123,78,1
69,1,123,77,1
73,1,123,77,1
74,1,123,76,1
75,1,123,75,1
79,1,123,74,1
79,1,123,73,1
79,1,123,72,1
79,1,123,71,1
80,1,123,70,1
80,2,123,69,1
80,2,123,68,1
81,2,123,67,1
85,2,123,66,1
85,2,123,65,1
87,2,123,64,1
87,2,123,63,1
88,2,123,62,1
89,2,123,61,1
90,2,123,60,1
90,2,123,59,1
90,2,123,58,1
92,2,123,57,1
92,2,123,56,1
92,3,123,55,1
92,4,123,54,1
93,4,123,53,1
94,4,123,52,1
95,4,123,51,1
96,4,123,50,1
96,4,123,49,1
100,4,123,48,1
101,4,123,47,1
102,4,123,47,1
103,4,123,46,1
103,4,123,45,1
103,4,123,44,1
104,4,123,43,1
105,4,123,42,1
106,4,123,41,1
108,4,123,41,1
112,4,123,40,1
112,4,123,39,1
113,4,123,38,1
113,4,123,37,1
117,4,123,36,1
117,4,123,35,1
119,4,123,34,1
121,4,123,33,1
123,4,123,32,1
127,4,123,31,1
0,0,200,119,0
0,0,200,118,0
0,0,200,117,0
0,0,200,116,0
0,0,200,115,0
1,0,200,114,0
1,1,200,113,0
2,1,200,112,0
3,1,200,111,0
3,1,200,110,0
3,2,200,109,0
4,2,200,108,0
8,2,200,107,0
8,2,200,106,0
12,2,200,105,0
16,2,200,104,0
16,2,200,103,0
16,2,200,102,0
17,2,200,101,0
18,2,200,100,0
19,2,200,99,0
23,2,200,98,0
24,2,200,97,0
25,2,200,96,0
25,2,200,95,0
25,2,200,94,0
29,2,200,93,0
30,2,200,92,0
30,2,200,95,0
30,2,200,94,0
31,2,200,93,0
33,2,200,92,0
33,2,200,91,0
34,2,200,90,0
35,2,200,89,0
35,2,200,88,0
36,2,200,87,0
37,2,200,86,0
38,2,200,85,0
38,2,200,84,0
39,2,200,83,0
45,2,200,82,0
46,2,200,81,0
52,2,200,80,0
53,2,200,79,0
57,2,200,78,0
58,2,200,77,0
60,2,200,76,0
64,2,200,75,0
64,2,200,74,0
65,2,200,73,0
66,2,200,72,0
66,2,200,71,0
70,2,200,70,0
70,2,200,69,0
70,2,200,68,0
71,2,200,67,0
75,2,200,66,0
81,2,200,65,0
83,2,200,64,0
83,2,200,63,0
84,2,200,62,0
85,2,200,61,0
86,2,200,60,0
87,2,200,59,0
91,2,200,58,0
92,2,200,57,0
93,2,200,56,0
94,2,200,55,0
98,2,200,54,0
102,2,200,53,0
108,2,200,53,0
114,2,200,52,0
114,2,200,51,0
114,2,200,50,0
120,2,200,49,0
121,2,200,48,0
122,2,200,47,0
126,2,200,46,0
127,2,200,45,0
128,2,200,44,0
129,2,200,43,0
131,2,200,42,0
135,2,200,41,0
136,2,200,40,0
142,2,200,39,0
142,2,200,38,0
142,3,200,37,0
143,3,200,36,0
144,3,200,35,0
145,3,200,35,0
146,3,200,34,0
147,3,200,33,0
147,3,200,32,0
151,3,200,31,0
157,3,200,30,0
157,4,200,29,0
157,4,200,28,0
158,4,200,27,0
158,4,200,26,0
159,4,200,25,0
165,4,200,24,0
167,4,200,23,0
171,4,200,23,0
172,4,200,22,0
173,4,200,21,0
174,4,200,20,0
174,5,200,19,0
175,5,200,18,0
181,5,200,17,0
182,5,200,17,0
183,5,200,16,0
183,5,200,15,0
184,5,200,14,0
185,5,200,13,0
186,5,200,12,0
186,5,200,11,0
187,5,200,10,0
193,5,200,9,0
193,5,200,8,0
193,6,200,7,0
194,6,200,6,0
194,6,200,5,0
198,6,200,4,0
199,6,200,3,0
199,7,200,2,0
199,8,200,1,0
199,9,200,0,0
0,0,126,119,0
0,0,126,118,0
1,0,126,117,0
5,0,126,116,0
5,0,126,115,0
5,0,126,114,0
5,0,126,113,0
9,0,126,112,0
9,0,126,111,0
9,0,126,110,0
10,0,126,109,0
10,0,126,108,0
10,0,126,107,0
12,0,126,106,0
12,1,126,105,0
12,1,126,104,0
12,1,126,103,0
12,2,126,102,0
14,2,126,101,0
14,2,126,100,0
14,2,126,99,0
15,2,126,98,0
16,2,126,97,0
16,2,126,96,0
17,2,126,95,0
19,2,126,94,0
20,2,126,93,0
21,2,126,92,0
21,2,126,91,0
22,2,126,90,0
22,2,126,89,0
28,2,126,88,0
29,2,126,87,0
30,2,126,86,0
34,2,126,85,0
34,2,126,84,0
35,2,126,83,0
36,2,126,82,0
40,2,126,81,0
41,2,126,80,0
41,2,126,79,0
41,2,126,78,0
42,2,126,77,0
43,2,126,77,0
43,2,126,76,0
44,2,126,75,0
45,2,126,74,0
46,2,126,73,0
47,2,126,72,0
47,3,126,71,0
48,3,126,70,0
48,3,126,69,0
49,3,126,68,0
49,3,126,67,0
49,3,126,66,0
50,3,126,65,0
54,3,126,64,0
54,3,126,63,0
55,3,126,62,0
55,3,126,61,0
56,3,126,60,0
57,3,126,59,0
58,3,126,58,0
59,3,126,57,0
60,3,126,56,0
61,3,126,55,0
61,4,126,54,0
65,4,126,53,0
66,4,126,52,0
67,4,126,51,0
68,4,126,50,0
69,4,126,49,0
69,5,126,48,0
70,5,126,47,0
70,5,126,47,0
70,6,126,46,0
70,6,126,45,0
71,6,126,44,0
72,6,126,43,0
74,6,126,42,0
75,6,126,41,0
76,6,126,40,0
77,6,126,39,0
77,7,126,38,0
77,8,126,37,0
77,8,126,36,0
77,8,126,35,0
77,8,126,35,0
77,8,126,34,0
81,8,126,33,0
82,8,126,32,0
82,9,126,31,0
82,9,126,30,0
82,9,126,29,0
82,9,126,29,0
82,10,126,28,0
0,0,181,119,0
0,0,181,118,0
0,0,181,117,0
0,0,181,116,0
0,0,181,115,0
1,0,181,114,0
2,0,181,113,0
2,1,181,112,0
2,1,181,111,0
2,1,181,110,0
3,1,181,109,0
3,1,181,108,0
3,1,181,107,0
3,1,181,107,0
4,1,181,106,0
4,1,181,105,0
4,1,181,104,0
4,1,181,103,0
4,1,181,102,0
4,1,181,101,0
10,1,181,100,0
11,1,181,99,0
11,1,181,98,0
12,1,181,97,0
13,1,181,96,0
13,1,181,95,0
17,1,181,94,0
18,1,181,93,0
19,1,181,92,0
19,2,181,91,0
19,2,181,90,0
19,3,181,89,0
19,3,181,88,0
19,3,181,87,0
20,3,181,86,0
21,3,181,85,0
22,3,181,84,0
23,3,181,83,0
23,3,181,83,0
23,3,181,82,0
24,3,181,81,0
24,3,181,80,0
24,3,181,79,0
24,3,181,78,0
24,3,181,77,0
27,3,181,76,0
27,3,181,75,0
33,3,181,74,0
34,3,181,73,0
34,3,181,72,0
35,3,181,71,0
35,4,181,70,0
39,4,181,69,0
39,4,181,68,0
40,4,181,67,0
41,4,181,66,0
45,4,181,65,0
46,4,181,64,0
47,4,181,63,0
53,4,181,62,0
59,4,181,61,0
59,4,181,60,0
60,4,181,59,0
61,4,181,58,0
62,4,181,57,0
66,4,181,56,0
67,4,181,55,0
73,4,181,54,0
74,4,181,53,0
75,4,181,53,0
76,4,181,52,0
80,4,181,51,0
80,4,181,50,0
80,5,181,49,0
80,5,181,48,0
86,5,181,47,0
88,5,181,46,0
89,5,181,45,0
90,5,181,44,0
96,5,181,43,0
97,5,181,42,0
98,5,181,41,0
104,5,181,41,0
108,5,181,40,0
109,5,181,39,0
110,5,181,38,0
111,5,181,37,0
111,5,181,36,0
111,5,181,35,0
112,5,181,35,0
113,5,181,34,0
115,5,181,33,0
117,5,181,32,0
123,5,181,31,0
124,5,181,30,0
124,5,181,29,0
125,5,181,28,0
126,5,181,27,0
130,5,181,26,0
130,5,181,25,0
131,5,181,24,0
131,5,181,23,0
132,5,181,22,0
133,5,181,21,0
134,5,181,20,0
135,5,181,19,0
136,5,181,18,0
137,5,181,17,0
138,5,181,17,0
138,5,181,16,0
138,5,181,15,0
142,5,181,14,0
142,6,181,13,0
143,6,181,12,0
144,6,181,11,0
144,7,181,10,0
145,7,181,9,0
146,7,181,8,0
150,7,181,7,0
151,7,181,6,0
