total_runs,wickets,target,balls_left,won
187,5,190,4,0
187,6,190,3,0
188,6,190,2,0
188,7,190,1,0
189,7,190,0,0
0,0,140,119,1
1,0,140,118,1
1,0,140,117,1
2,0,140,116,1
6,0,140,115,1
6,0,140,114,1
7,0,140,113,1
8,0,140,113,1
8,0,140,112,1
14,0,140,111,1
20,0,140,110,1
20,0,140,109,1
20,0,140,108,1
20,0,140,107,1
20,1,140,106,1
21,1,140,105,1
22,1,140,104,1
23,1,140,103,1
29,1,140,102,1
33,1,140,101,1
35,1,140,100,1
39,1,140,99,1
39,1,140,98,1
40,1,140,97,1
42,1,140,96,1
44,1,140,95,1
50,1,140,94,1
54,1,140,93,1
55,1,140,92,1
56,1,140,91,1
60,1,140,90,1
66,1,140,89,1
70,1,140,88,1
70,2,140,87,1
70,2,140,86,1
74,2,140,85,1
78,2,140,84,1
78,2,140,83,1
82,2,140,82,1
86,2,140,81,1
86,2,140,80,1
90,2,140,79,1
90,2,140,78,1
94,2,140,77,1
98,2,140,76,1
98,2,140,75,1
99,2,140,74,1
103,2,140,73,1
103,2,140,72,1
104,2,140,71,1
108,2,140,70,1
109,2,140,69,1
109,2,140,68,1
115,2,140,67,1
121,2,140,66,1
121,2,140,65,1
122,2,140,64,1
123,2,140,63,1
123,3,140,62,1
125,3,140,61,1
126,3,140,60,1
127,3,140,59,1
127,3,140,59,1
127,3,140,58,1
127,3,140,57,1
131,3,140,56,1
131,3,140,55,1
132,3,140,54,1
133,3,140,53,1
134,3,140,52,1
134,3,140,51,1
134,3,140,50,1
136,3,140,49,1
140,3,140,48,1
140,3,140,47,1
140,3,140,46,1
141,3,140,45,1
2,0,203,119,0
2,0,203,118,0
3,0,203,117,0
3,0,203,116,0
3,1,203,115,0
3,1,203,114,0
5,1,203,113,0
9,1,203,112,0
9,1,203,111,0
13,1,203,110,0
13,1,203,109,0
13,2,203,108,0
14,2,203,107,0
14,2,203,106,0
16,2,203,105,0
16,2,203,104,0
17,2,203,103,0
18,2,203,102,0
18,2,203,101,0
22,2,203,100,0
22,3,203,99,0
23,3,203,98,0
23,3,203,97,0
24,3,203,96,0
25,3,203,95,0
27,3,203,95,0
33,3,203,94,0
37,3,203,93,0
37,3,203,92,0
42,3,203,91,0
48,3,203,90,0
49,3,203,89,0
49,3,203,89,0
50,3,203,88,0
50,3,203,87,0
51,3,203,86,0
55,3,203,85,0
57,3,203,84,0
58,3,203,83,0
58,3,203,82,0
59,3,203,81,0
59,3,203,80,0
60,3,203,79,0
64,3,203,78,0
64,3,203,77,0
64,3,203,77,0
65,3,203,76,0
65,4,203,75,0
65,4,203,74,0
66,4,203,73,0
70,4,203,72,0
72,4,203,71,0
73,4,203,70,0
73,4,203,69,0
74,4,203,68,0
74,4,203,67,0
74,4,203,66,0
80,4,203,65,0
86,4,203,64,0
87,4,203,63,0
87,5,203,62,0
88,5,203,61,0
89,5,203,60,0
90,5,203,59,0
90,5,203,58,0
90,5,203,57,0
92,5,203,56,0
96,5,203,55,0
97,5,203,54,0
98,5,203,53,0
99,5,203,52,0
100,5,203,51,0
101,5,203,50,0
102,5,203,49,0
106,5,203,48,0
106,5,203,47,0
112,5,203,46,0
112,5,203,45,0
113,5,203,44,0
114,5,203,43,0
116,5,203,42,0
117,5,203,41,0
121,5,203,40,0
121,5,203,39,0
125,5,203,38,0
125,6,203,37,0
126,6,203,36,0
127,6,203,35,0
131,6,203,35,0
133,6,203,34,0
133,6,203,33,0
134,6,203,32,0
138,6,203,31,0
138,7,203,30,0
138,7,203,29,0
139,7,203,28,0
140,7,203,27,0
140,8,203,26,0
140,8,203,25,0
141,8,203,24,0
142,8,203,23,0
142,8,203,22,0
142,9,203,23,0
142,10,203,22,0
4,0,186,119,0
4,0,186,118,0
4,0,186,117,0
4,0,186,116,0
4,0,186,115,0
8,0,186,114,0
8,0,186,113,0
12,0,186,112,0
13,0,186,111,0
14,0,186,110,0
18,0,186,109,0
19,0,186,108,0
20,0,186,107,0
20,0,186,106,0
22,0,186,105,0
23,0,186,104,0
27,0,186,103,0
27,0,186,102,0
27,0,186,101,0
27,0,186,100,0
27,0,186,99,0
27,0,186,98,0
31,0,186,97,0
32,0,186,96,0
33,0,186,95,0
34,0,186,95,0
35,0,186,94,0
35,0,186,93,0
35,0,186,92,0
35,0,186,91,0
35,0,186,90,0
36,0,186,89,0
37,0,186,88,0
37,0,186,87,0
37,0,186,86,0
37,0,186,85,0
41,0,186,84,0
41,1,186,83,0
42,1,186,83,0
46,1,186,82,0
47,1,186,81,0
48,1,186,80,0
48,1,186,79,0
48,1,186,78,0
48,1,186,77,0
50,1,186,76,0
51,1,186,75,0
52,1,186,74,0
53,1,186,73,0
54,1,186,72,0
55,1,186,71,0
55,2,186,71,0
55,2,186,70,0
55,2,186,69,0
55,2,186,68,0
59,2,186,67,0
60,2,186,66,0
61,2,186,65,0
61,2,186,64,0
61,3,186,63,0
62,3,186,62,0
63,3,186,61,0
64,3,186,60,0
65,3,186,59,0
66,3,186,58,0
67,3,186,57,0
68,3,186,56,0
69,3,186,55,0
69,3,186,54,0
69,4,186,53,0
70,4,186,52,0
71,4,186,51,0
72,4,186,50,0
78,4,186,49,0
78,4,186,48,0
80,4,186,47,0
81,4,186,46,0
82,4,186,45,0
86,4,186,44,0
87,4,186,43,0
88,4,186,42,0
89,4,186,41,0
90,4,186,40,0
90,5,186,39,0
90,5,186,38,0
90,5,186,37,0
90,5,186,36,0
94,5,186,35,0
95,5,186,34,0
101,5,186,33,0
102,5,186,32,0
106,5,186,31,0
107,5,186,30,0
107,5,186,29,0
111,5,186,29,0
112,5,186,28,0
116,5,186,27,0
117,5,186,26,0
123,5,186,25,0
129,5,186,24,0
130,5,186,23,0
131,5,186,22,0
133,5,186,21,0
137,5,186,20,0
141,5,186,19,0
143,5,186,18,0
144,5,186,17,0
145,5,186,16,0
149,5,186,15,0
150,5,186,14,0
151,5,186,13,0
152,5,186,12,0
153,5,186,11,0
153,5,186,10,0
153,5,186,9,0
159,5,186,8,0
159,5,186,7,0
165,5,186,6,0
166,5,186,5,0
167,5,186,5,0
173,5,186,4,0
173,6,186,3,0
173,7,186,2,0
175,7,186,1,0
176,7,186,0,0
0,0,161,119,1
1,0,161,118,1
1,0,161,117,1
1,0,161,116,1
1,0,161,115,1
7,0,161,114,1
8,0,161,113,1
9,0,161,112,1
10,0,161,111,1
10,0,161,110,1
10,0,161,109,1
11,0,161,108,1
12,0,161,107,1
16,0,161,107,1
16,0,161,106,1
17,0,161,105,1
17,0,161,104,1
19,0,161,103,1
19,1,161,102,1
19,1,161,101,1
20,1,161,100,1
24,1,161,99,1
24,1,161,98,1
24,1,161,97,1
28,1,161,96,1
28,1,161,95,1
28,1,161,94,1
29,1,161,93,1
29,1,161,92,1
29,1,161,91,1
32,1,161,90,1
33,1,161,89,1
33,1,161,89,1
39,1,161,88,1
40,1,161,87,1
44,1,161,86,1
44,1,161,85,1
48,1,161,84,1
49,1,161,83,1
50,1,161,82,1
51,1,161,81,1
52,1,161,80,1
53,1,161,79,1
54,1,161,78,1
55,1,161,77,1
56,1,161,77,1
60,1,161,76,1
60,1,161,75,1
61,1,161,74,1
62,1,161,73,1
63,1,161,72,1
63,2,161,71,1
63,2,161,70,1
63,3,161,69,1
64,3,161,68,1
64,3,161,67,1
64,3,161,66,1
65,3,161,65,1
65,3,161,64,1
69,3,161,63,1
73,3,161,62,1
74,3,161,61,1
74,3,161,60,1
74,3,161,59,1
75,3,161,59,1
75,3,161,58,1
75,3,161,57,1
75,3,161,56,1
75,3,161,55,1
75,3,161,54,1
75,3,161,53,1
76,3,161,52,1
82,3,161,51,1
83,3,161,50,1
84,3,161,49,1
85,3,161,48,1
85,3,161,47,1
85,3,161,46,1
85,3,161,45,1
85,3,161,44,1
86,3,161,43,1
92,3,161,42,1
96,3,161,41,1
96,3,161,40,1
96,3,161,39,1
97,3,161,38,1
98,3,161,37,1
99,3,161,36,1
100,3,161,35,1
101,3,161,34,1
102,3,161,33,1
106,3,161,32,1
106,3,161,31,1
112,3,161,30,1
113,3,161,29,1
113,3,161,28,1
114,3,161,27,1
114,4,161,26,1
115,4,161,25,1
115,4,161,24,1
116,4,161,23,1
122,4,161,22,1
123,4,161,21,1
129,4,161,20,1
129,4,161,19,1
129,5,161,18,1
129,5,161,17,1
130,5,161,16,1
131,5,161,15,1
133,5,161,14,1
134,5,161,13,1
140,5,161,12,1
144,5,161,11,1
145,5,161,11,1
146,5,161,10,1
147,5,161,9,1
148,5,161,8,1
154,5,161,7,1
156,5,161,6,1
160,5,161,5,1
160,6,161,4,1
164,6,161,3,1
1,0,214,119,0
1,0,214,118,0
2,0,214,117,0
2,0,214,116,0
6,0,214,115,0
7,0,214,114,0
13,0,214,113,0
17,0,214,112,0
17,0,214,111,0
18,0,214,110,0
22,0,214,109,0
23,0,214,108,0
24,0,214,107,0
24,1,214,106,0
24,1,214,105,0
24,1,214,104,0
25,1,214,103,0
26,1,214,102,0
26,1,214,101,0
26,1,214,100,0
26,1,214,99,0
26,2,214,98,0
26,2,214,97,0
27,2,214,96,0
31,2,214,95,0
32,2,214,94,0
33,2,214,93,0
33,2,214,92,0
33,2,214,91,0
35,2,214,90,0
35,2,214,89,0
36,2,214,89,0
37,2,214,88,0
38,2,214,87,0
39,2,214,86,0
40,2,214,85,0
41,2,214,84,0
45,2,214,83,0
46,2,214,82,0
47,2,214,81,0
53,2,214,80,0
59,2,214,79,0
63,2,214,78,0
63,2,214,77,0
64,2,214,76,0
70,2,214,75,0
70,2,214,74,0
71,2,214,73,0
72,2,214,72,0
73,2,214,71,0
74,2,214,71,0
75,2,214,70,0
77,2,214,69,0
77,2,214,68,0
78,2,214,67,0
79,2,214,66,0
83,2,214,65,0
87,2,214,65,0
88,2,214,64,0
88,2,214,63,0
89,2,214,62,0
89,3,214,61,0
90,3,214,60,0
93,3,214,59,0
94,3,214,58,0
94,3,214,57,0
94,4,214,56,0
95,4,214,55,0
96,4,214,54,0
97,4,214,53,0
98,4,214,53,0
99,4,214,52,0
100,4,214,51,0
101,4,214,50,0
103,4,214,49,0
105,4,214,48,0
105,5,214,47,0
106,5,214,47,0
108,5,214,46,0
109,5,214,45,0
115,5,214,44,0
119,5,214,43,0
120,5,214,42,0
121,5,214,41,0
123,5,214,40,0
124,5,214,39,0
130,5,214,38,0
131,5,214,37,0
133,5,214,36,0
134,5,214,35,0
135,5,214,34,0
137,5,214,33,0
137,5,214,32,0
138,5,214,31,0
139,5,214,30,0
139,5,214,29,0
143,5,214,28,0
144,5,214,27,0
150,5,214,26,0
151,5,214,25,0
151,6,214,24,0
152,6,214,23,0
152,6,214,22,0
152,6,214,21,0
152,6,214,20,0
152,6,214,19,0
152,6,214,18,0
152,6,214,17,0
152,7,214,17,0
154,7,214,16,0
154,7,214,15,0
154,8,214,14,0
155,8,214,13,0
155,8,214,12,0
155,8,214,11,0
155,9,214,10,0
155,9,214,9,0
156,9,214,8,0
156,9,214,7,0
157,9,214,6,0
158,9,214,5,0
159,9,214,4,0
163,9,214,3,0
166,9,214,2,0
166,9,214,1,0
166,9,214,0,0
0,0,138,119,1
1,0,138,118,1
1,0,138,117,1
5,0,138,116,1
5,0,138,115,1
9,0,138,114,1
13,0,138,113,1
13,0,138,112,1
14,0,138,111,1
14,0,138,110,1
14,0,138,109,1
14,0,138,108,1
15,0,138,107,1
15,0,138,106,1
19,0,138,105,1
19,1,138,104,1
21,1,138,103,1
21,1,138,102,1
21,1,138,101,1
21,1,138,100,1
22,1,138,99,1
26,1,138,98,1
30,1,138,97,1
30,1,138,96,1
31,1,138,95,1
35,1,138,94,1
41,1,138,93,1
42,1,138,92,1
42,1,138,91,1
43,1,138,90,1
49,1,138,89,1
49,1,138,89,1
53,1,138,88,1
54,1,138,87,1
54,1,138,86,1
56,1,138,85,1
56,1,138,84,1
57,1,138,83,1
58,1,138,83,1
62,1,138,82,1
62,1,138,81,1
63,1,138,80,1
63,1,138,79,1
63,1,138,78,1
64,1,138,77,1
65,1,138,76,1
66,1,138,75,1
66,2,138,74,1
66,2,138,73,1
67,2,138,72,1
68,2,138,71,1
72,2,138,70,1
74,2,138,69,1
74,2,138,68,1
75,2,138,67,1
75,2,138,66,1
76,2,138,65,1
76,2,138,64,1
77,2,138,63,1
78,2,138,62,1
79,2,138,61,1
80,2,138,60,1
80,2,138,59,1
80,2,138,59,1
81,2,138,58,1
82,2,138,57,1
83,2,138,56,1
84,2,138,55,1
85,2,138,54,1
89,2,138,53,1
93,2,138,52,1
94,2,138,51,1
94,2,138,50,1
95,2,138,49,1
96,2,138,48,1
100,2,138,47,1
101,2,138,46,1
105,2,138,45,1
105,2,138,44,1
106,2,138,43,1
108,2,138,42,1
108,2,138,41,1
108,2,138,40,1
109,2,138,39,1
110,2,138,38,1
111,2,138,37,1
111,2,138,36,1
112,2,138,35,1
113,2,138,34,1
114,2,138,33,1
118,2,138,32,1
119,2,138,31,1
120,2,138,30,1
121,2,138,29,1
122,2,138,28,1
123,2,138,27,1
127,2,138,26,1
128,2,138,25,1
129,2,138,24,1
130,2,138,23,1
131,2,138,23,1
131,2,138,22,1
132,2,138,21,1
134,2,138,20,1
135,2,138,19,1
135,2,138,18,1
136,2,138,17,1
136,2,138,16,1
137,2,138,15,1
138,2,138,14,1
139,2,138,13,1
0,0,141,119,1
0,1,141,118,1
0,1,141,117,1
0,1,141,116,1
0,1,141,115,1
0,1,141,114,1
0,1,141,113,1
0,1,141,112,1
0,1,141,111,1
4,1,141,110,1
5,1,141,109,1
5,1,141,108,1
5,1,141,107,1
5,1,141,106,1
11,1,141,105,1
11,1,141,104,1
15,1,141,103,1
15,1,141,102,1
19,1,141,101,1
19,1,141,100,1
20,1,141,99,1
20,2,141,98,1
21,2,141,97,1
22,2,141,96,1
23,2,141,95,1
25,2,141,94,1
26,2,141,93,1
26,3,141,92,1
26,3,141,91,1
27,3,141,90,1
28,3,141,89,1
29,3,141,88,1
30,3,141,87,1
31,3,141,86,1
35,3,141,85,1
36,3,141,84,1
37,3,141,83,1
37,3,141,82,1
38,3,141,81,1
38,3,141,80,1
39,3,141,79,1
40,3,141,78,1
44,3,141,77,1
46,3,141,77,1
50,3,141,76,1
51,3,141,75,1
52,3,141,74,1
52,3,141,73,1
53,3,141,72,1
59,3,141,71,1
60,3,141,70,1
62,3,141,69,1
63,3,141,68,1
64,3,141,67,1
65,3,141,66,1
67,3,141,65,1
73,3,141,65,1
74,3,141,64,1
75,3,141,63,1
76,3,141,62,1
76,3,141,61,1
80,3,141,60,1
81,3,141,59,1
81,3,141,58,1
82,3,141,57,1
82,3,141,56,1
86,3,141,55,1
87,3,141,54,1
88,3,141,53,1
88,4,141,52,1
88,4,141,51,1
90,4,141,50,1
94,4,141,49,1
98,4,141,48,1
99,4,141,47,1
100,4,141,46,1
106,4,141,45,1
110,4,141,44,1
114,4,141,43,1
114,4,141,42,1
118,4,141,41,1
122,4,141,40,1
123,4,141,39,1
125,4,141,38,1
126,4,141,37,1
127,4,141,36,1
128,4,141,35,1
128,5,141,34,1
129,5,141,33,1
130,5,141,32,1
130,5,141,31,1
130,5,141,30,1
130,5,141,29,1
130,6,141,28,1
131,6,141,27,1
131,6,141,26,1
132,6,141,25,1
132,6,141,24,1
136,6,141,23,1
137,6,141,22,1
138,6,141,21,1
139,6,141,20,1
143,6,141,19,1
144,6,141,18,1
145,6,141,17,1
151,6,141,16,1
152,6,141,15,1
157,6,141,14,1
163,6,141,13,1
163,7,141,12,1
164,7,141,11,1
170,7,141,9,1
2,0,201,119,0
2,0,201,118,0
4,0,201,117,0
5,0,201,116,0
9,0,201,115,0
9,0,201,114,0
13,0,201,113,0
14,0,201,112,0
15,0,201,111,0
16,0,201,110,0
20,0,201,109,0
26,0,201,108,0
26,0,201,107,0
27,0,201,106,0
27,0,201,105,0
28,0,201,104,0
28,0,201,103,0
29,0,201,102,0
29,0,201,101,0
29,1,201,100,0
29,1,201,99,0
33,1,201,98,0
33,2,201,97,0
33,2,201,96,0
33,2,201,95,0
33,2,201,94,0
34,2,201,93,0
35,2,201,92,0
35,2,201,91,0
39,2,201,90,0
40,2,201,89,0
44,2,201,88,0
44,2,201,87,0
45,2,201,86,0
49,2,201,85,0
50,2,201,84,0
51,2,201,83,0
51,2,201,82,0
52,2,201,81,0
53,2,201,80,0
54,2,201,79,0
55,2,201,78,0
56,2,201,77,0
60,2,201,76,0
61,2,201,75,0
62,2,201,74,0
63,2,201,73,0
67,2,201,72,0
68,2,201,71,0
68,3,201,70,0
68,3,201,69,0
69,3,201,68,0
70,3,201,67,0
72,3,201,66,0
78,3,201,65,0
79,3,201,64,0
80,3,201,63,0
81,3,201,62,0
81,4,201,61,0
82,4,201,60,0
83,4,201,59,0
84,4,201,59,0
85,4,201,58,0
86,4,201,57,0
88,4,201,56,0
90,4,201,55,0
91,4,201,54,0
92,4,201,53,0
92,4,201,52,0
94,4,201,51,0
95,4,201,50,0
96,4,201,49,0
98,4,201,48,0
104,4,201,47,0
105,4,201,46,0
107,4,201,45,0
113,4,201,44,0
113,4,201,43,0
119,4,201,42,0
121,4,201,41,0
121,4,201,40,0
121,4,201,39,0
123,4,201,38,0
124,4,201,37,0
126,4,201,36,0
127,4,201,35,0
128,4,201,34,0
128,5,201,33,0
129,5,201,32,0
130,5,201,31,0
131,5,201,30,0
132,5,201,29,0
133,5,201,28,0
134,5,201,27,0
140,5,201,26,0
143,5,201,25,0
144,5,201,24,0
145,5,201,23,0
146,5,201,22,0
147,5,201,21,0
148,5,201,20,0
149,5,201,19,0
150,5,201,18,0
154,5,201,17,0
155,5,201,17,0
156,5,201,16,0
160,5,201,15,0
161,5,201,14,0
167,5,201,13,0
171,5,201,12,0
172,5,201,11,0
176,5,201,11,0
181,5,201,10,0
183,5,201,9,0
184,5,201,8,0
185,5,201,7,0
185,5,201,6,0
186,5,201,5,0
187,5,201,5,0
188,5,201,4,0
190,5,201,3,0
190,6,201,2,0
191,6,201,1,0
191,7,201,0,0
1,0,138,119,1
2,0,138,118,1
2,0,138,117,1
2,0,138,116,1
3,0,138,115,1
4,0,138,114,1
5,0,138,113,1
6,0,138,112,1
8,0,138,113,1
8,0,138,112,1
8,0,138,111,1
14,0,138,110,1
18,0,138,109,1
22,0,138,108,1
23,0,138,107,1
23,0,138,106,1
24,0,138,105,1
24,1,138,104,1
24,1,138,103,1
26,1,138,102,1
26,1,138,101,1
26,1,138,101,1
30,1,138,100,1
31,1,138,99,1
35,1,138,98,1
35,1,138,97,1
36,1,138,96,1
36,1,138,95,1
37,1,138,95,1
37,1,138,94,1
38,1,138,93,1
42,1,138,92,1
43,1,138,91,1
43,2,138,90,1
47,2,138,89,1
47,2,138,89,1
48,2,138,88,1
52,2,138,87,1
52,2,138,86,1
52,2,138,85,1
54,2,138,84,1
55,2,138,83,1
56,2,138,82,1
57,2,138,81,1
61,2,138,80,1
61,2,138,79,1
63,2,138,78,1
64,2,138,77,1
70,2,138,76,1
71,2,138,75,1
72,2,138,74,1
73,2,138,73,1
74,2,138,72,1
76,2,138,71,1
77,2,138,70,1
77,2,138,69,1
78,2,138,68,1
79,2,138,67,1
79,2,138,66,1
80,2,138,65,1
81,2,138,65,1
83,2,138,64,1
84,2,138,63,1
85,2,138,62,1
85,3,138,61,1
85,3,138,60,1
89,3,138,59,1
90,3,138,58,1
90,3,138,57,1
90,3,138,56,1
91,3,138,55,1
95,3,138,54,1
96,3,138,53,1
97,3,138,52,1
98,3,138,51,1
99,3,138,50,1
100,3,138,49,1
101,3,138,48,1
102,3,138,47,1
103,4,138,46,1
103,4,138,45,1
103,4,138,44,1
104,4,138,43,1
105,4,138,42,1
105,4,138,41,1
106,4,138,41,1
106,4,138,40,1
110,4,138,39,1
116,4,138,38,1
116,5,138,37,1
120,5,138,36,1
121,5,138,35,1
122,5,138,34,1
124,5,138,33,1
124,5,138,32,1
124,5,138,31,1
125,5,138,30,1
131,5,138,29,1
133,5,138,28,1
133,5,138,27,1
137,5,138,26,1
137,5,138,25,1
138,5,138,24,1
142,5,138,23,1
1,0,148,119,1
7,0,148,118,1
13,0,148,117,1
13,0,148,116,1
17,0,148,115,1
21,0,148,114,1
21,0,148,113,1
22,0,148,112,1
26,0,148,111,1
26,0,148,110,1
32,0,148,109,1
36,0,148,108,1
37,0,148,107,1
38,0,148,106,1
38,0,148,105,1
39,0,148,104,1
39,0,148,103,1
40,0,148,102,1
40,0,148,101,1
44,0,148,100,1
44,0,148,99,1
44,0,148,101,1
44,1,148,100,1
48,1,148,99,1
48,1,148,98,1
48,1,148,97,1
49,1,148,96,1
53,1,148,95,1
57,1,148,94,1
57,1,148,93,1
57,1,148,92,1
58,1,148,91,1
58,1,148,90,1
62,1,148,89,1
63,1,148,88,1
63,1,148,87,1
69,1,148,86,1
69,1,148,85,1
69,1,148,84,1
69,1,148,83,1
70,1,148,82,1
72,1,148,81,1
73,1,148,80,1
79,1,148,79,1
80,1,148,78,1
84,1,148,77,1
84,1,148,76,1
85,1,148,75,1
86,1,148,74,1
87,1,148,73,1
87,1,148,72,1
87,1,148,71,1
91,1,148,71,1
92,1,148,70,1
93,1,148,69,1
94,1,148,68,1
98,1,148,67,1
102,1,148,66,1
102,1,148,65,1
102,1,148,64,1
102,1,148,63,1
106,1,148,62,1
107,1,148,61,1
111,1,148,60,1
112,1,148,59,1
114,1,148,58,1
116,1,148,57,1
117,1,148,56,1
117,1,148,55,1
117,1,148,54,1
120,1,148,53,1
121,1,148,52,1
121,1,148,51,1
122,1,148,50,1
122,1,148,49,1
122,1,148,48,1
123,1,148,47,1
123,1,148,46,1
125,1,148,45,1
125,1,148,44,1
125,1,148,43,1
125,1,148,42,1
126,1,148,41,1
126,2,148,40,1
126,2,148,39,1
128,2,148,38,1
129,2,148,37,1
130,2,148,36,1
130,2,148,35,1
130,2,148,34,1
130,2,148,33,1
131,2,148,32,1
132,2,148,31,1
132,2,148,30,1
132,2,148,29,1
133,2,148,28,1
133,2,148,27,1
133,2,148,26,1
134,2,148,25,1
134,2,148,24,1
138,2,148,23,1
138,2,148,22,1
138,3,148,21,1
140,3,148,20,1
140,4,148,19,1
141,4,148,18,1
142,4,148,17,1
143,4,148,16,1
144,4,148,15,1
144,4,148,14,1
145,4,148,13,1
146,4,148,12,1
147,4,148,11,1
147,4,148,10,1
153,4,148,9,1
1,0,164,119,1
1,0,164,118,1
1,0,164,117,1
2,0,164,116,1
3,0,164,115,1
7,0,164,114,1
8,0,164,113,1
8,0,164,112,1
9,0,164,113,1
15,0,164,112,1
19,0,164,111,1
20,0,164,110,1
26,0,164,109,1
30,0,164,108,1
30,0,164,107,1
31,0,164,106,1
37,0,164,105,1
37,0,164,104,1
37,0,164,103,1
38,0,164,102,1
38,0,164,101,1
39,0,164,100,1
43,0,164,99,1
47,0,164,98,1
47,0,164,97,1
47,0,164,96,1
47,0,164,95,1
48,0,164,94,1
49,0,164,93,1
49,0,164,92,1
50,0,164,91,1
51,0,164,90,1
52,0,164,89,1
56,0,164,88,1
56,0,164,87,1
57,0,164,86,1
59,0,164,85,1
63,0,164,84,1
63,0,164,83,1
64,0,164,82,1
65,0,164,81,1
67,0,164,80,1
73,0,164,79,1
73,0,164,78,1
74,0,164,77,1
75,0,164,76,1
77,0,164,75,1
78,0,164,74,1
79,0,164,73,1
80,0,164,72,1
80,0,164,71,1
81,0,164,70,1
81,0,164,69,1
82,0,164,68,1
83,0,164,67,1
84,0,164,66,1
90,0,164,65,1
90,0,164,64,1
91,0,164,63,1
92,0,164,62,1
92,1,164,61,1
92,1,164,60,1
96,1,164,59,1
100,1,164,58,1
100,1,164,57,1
104,1,164,56,1
110,1,164,55,1
111,1,164,54,1
112,1,164,53,1
112,1,164,52,1
112,1,164,51,1
116,1,164,50,1
120,1,164,49,1
121,1,164,48,1
121,1,164,47,1
122,1,164,46,1
126,1,164,45,1
127,1,164,44,1
128,1,164,43,1
129,1,164,42,1
133,1,164,41,1
134,1,164,40,1
138,1,164,39,1
139,1,164,38,1
140,1,164,37,1
140,1,164,36,1
141,1,164,35,1
142,1,164,34,1
143,1,164,33,1
149,1,164,32,1
149,1,164,31,1
150,1,164,30,1
154,1,164,29,1
158,1,164,28,1
159,1,164,27,1
160,1,164,26,1
160,1,164,25,1
161,1,164,24,1
162,1,164,23,1
163,1,164,23,1
163,2,164,22,1
163,2,164,21,1
164,2,164,20,1
165,2,164,19,1
1,0,156,119,1
2,0,156,118,1
3,0,156,117,1
3,0,156,116,1
4,0,156,115,1
4,0,156,114,1
4,0,156,113,1
4,0,156,112,1
4,0,156,111,1
10,0,156,110,1
11,0,156,109,1
12,0,156,108,1
13,0,156,107,1
13,0,156,106,1
13,0,156,105,1
19,0,156,104,1
19,0,156,103,1
19,0,156,102,1
19,0,156,101,1
21,0,156,100,1
22,0,156,99,1
23,0,156,98,1
27,0,156,97,1
28,0,156,96,1
28,0,156,95,1
29,0,156,94,1
33,0,156,93,1
34,0,156,92,1
34,0,156,91,1
34,0,156,90,1
34,0,156,89,1
35,0,156,88,1
36,0,156,87,1
40,0,156,86,1
41,1,156,85,1
41,1,156,84,1
41,1,156,83,1
42,1,156,82,1
43,1,156,81,1
44,1,156,80,1
44,1,156,79,1
48,1,156,78,1
49,1,156,77,1
49,1,156,76,1
53,1,156,75,1
54,1,156,74,1
54,2,156,73,1
55,2,156,72,1
55,3,156,71,1
56,3,156,70,1
56,3,156,69,1
57,3,156,68,1
57,3,156,67,1
58,3,156,66,1
60,3,156,65,1
61,3,156,64,1
62,3,156,63,1
64,3,156,62,1
66,3,156,61,1
67,3,156,60,1
71,3,156,59,1
72,3,156,58,1
73,3,156,57,1
74,3,156,56,1
75,3,156,55,1
76,3,156,54,1
76,3,156,53,1
80,3,156,52,1
81,3,156,51,1
82,3,156,50,1
82,3,156,49,1
88,3,156,48,1
90,3,156,47,1
91,3,156,46,1
92,3,156,45,1
93,3,156,44,1
94,3,156,43,1
95,3,156,42,1
96,3,156,41,1
97,3,156,40,1
101,3,156,39,1
102,3,156,38,1
104,3,156,37,1
105,3,156,36,1
106,3,156,35,1
107,3,156,35,1
108,3,156,34,1
114,3,156,33,1
115,3,156,32,1
116,3,156,31,1
116,3,156,30,1
116,3,156,29,1
117,3,156,28,1
121,3,156,27,1
121,3,156,26,1
122,3,156,25,1
123,3,156,24,1
129,3,156,23,1
133,3,156,22,1
134,3,156,21,1
138,3,156,20,1
139,3,156,19,1
140,3,156,18,1
140,4,156,17,1
141,4,156,16,1
141,4,156,15,1
142,4,156,14,1
144,4,156,13,1
144,4,156,12,1
144,5,156,11,1
145,5,156,10,1
149,5,156,9,1
151,5,156,8,1
151,5,156,7,1
157,5,156,6,1
1,0,182,119,1
1,0,182,118,1
2,0,182,117,1
3,0,182,116,1
3,0,182,115,1
3,1,182,114,1
3,1,182,113,1
4,1,182,113,1
4,1,182,112,1
4,1,182,111,1
5,1,182,110,1
5,1,182,109,1
5,2,182,108,1
5,2,182,107,1
6,2,182,106,1
7,2,182,105,1
7,2,182,104,1
7,2,182,103,1
7,2,182,102,1
8,2,182,101,1
12,2,182,101,1
14,2,182,100,1
15,2,182,99,1
19,2,182,98,1
19,2,182,97,1
20,2,182,96,1
20,2,182,95,1
21,2,182,94,1
25,2,182,93,1
32,2,182,92,1
32,2,182,91,1
36,2,182,90,1
37,2,182,89,1
38,2,182,89,1
42,2,182,88,1
43,2,182,87,1
44,2,182,86,1
48,2,182,85,1
50,2,182,84,1
51,2,182,83,1
52,2,182,83,1
58,2,182,82,1
59,2,182,81,1
59,2,182,80,1
59,2,182,79,1
60,2,182,78,1
61,2,182,77,1
62,2,182,76,1
62,3,182,75,1
63,3,182,74,1
63,3,182,73,1
63,3,182,72,1
64,3,182,71,1
65,3,182,70,1
